Performer,Metascore
Marcos Mundstock,38.0
Marcos Rosa,82.0
Marcuis Harris,33.0
Marcus Alexander,84.0
Marcus Atkins,67.0
Marcus Brown,64.0
Marcus Carl Franklin,53.666666666666664
Marcus Choi,60.0
Marcus Chong,73.0
Marcus Collins,60.0
Marcus Coloma,17.0
Marcus DeAnda,71.0
Marcus Dean Fuller,38.0
Marcus Eckert,64.0
Marcus Emanuel Mitchell,48.0
Marcus Fraser,27.0
Marcus Giamatti,54.25
Marcus Gilbert,46.5
Marcus Gorman,64.0
Marcus H. Nelson,30.0
Marcus Henderson,68.33333333333333
Marcus Hester,57.5
Marcus Hondro,43.0
Marcus Jean Pirae,29.0
Marcus Johns,50.0
Marcus Johnson,17.5
Marcus Jones,35.0
Marcus Klemp,46.0
Marcus LaVoi,19.0
Marcus Lawrence,58.0
Marcus Lorenzo,32.0
Marcus Lyle Brown,45.333333333333336
Marcus M. Mauldin,62.0
Marcus Maurice,51.0
Marcus Monroe,40.0
Marcus Moziek,36.0
Marcus O'Hara,84.0
Marcus Patrick,45.0
Marcus Scribner,66.0
Marcus T. Paulk,53.333333333333336
Marcus Thomas,34.166666666666664
Marcus W. Weathersby,32.0
Marcus Wesley,64.0
Marcy Goldman,61.0
Marcy Harriell,57.5
Marcy McGuigan,53.0
Marcy Richardson,79.0
Marcão,36.0
Mare Winningham,53.416666666666664
Maree Cheatham,33.75
Mareike Carrière,76.0
Marek Johnson,62.0
Marek Oravec,65.0
Marek Vasut,48.0
Marem Hassler,26.0
Maren Jensen,56.0
Maren Lindow,41.0
Maren Seidler,71.0
Maren Shapero,56.0
Marg Helgenberger,44.57142857142857
Marga Gómez,35.0
Margaret Anne Florence,49.5
Margaret Avery,50.333333333333336
Margaret Beach,43.0
Margaret Blye,52.57142857142857
Margaret Bowman,45.0
Margaret Cho,45.142857142857146
Margaret Clunie,40.0
Margaret Colin,59.416666666666664
Margaret Courtenay,41.0
Margaret Daly,73.0
Margaret Devine,44.0
Margaret Donlin,51.0
Margaret Dumont,93.0
Margaret Early,59.0
Margaret Eginton,59.0
Margaret Fegan,49.5
Margaret Hall,32.0
Margaret Hamilton,76.0
Margaret Hayes,67.0
Margaret Horning,76.0
Margaret Howell,58.5
Margaret Jo Lee,44.0
Margaret Laney,66.0
Margaret Langrick,42.0
Margaret Lawhon,35.0
Margaret Luce,32.0
Margaret Ma,49.0
Margaret Mary O'Hara,31.0
Margaret Murphy,27.0
Margaret O'Brien,61.0
Margaret Phillips,78.0
Margaret Qualley,55.625
Margaret Rawlings,78.0
Margaret Reed,44.0
Margaret Scarborough,26.0
Margaret Smith,61.0
Margaret Sullavan,96.0
Margaret Travolta,34.0
Margaret Tyzack,57.5
Margaret Warncke,66.0
Margaret Welsh,73.5
Margaret Whitton,53.833333333333336
Margaret Wycherly,70.66666666666667
Margarita Doyle,50.0
Margarita Franco,39.666666666666664
Margarita Kallas,28.0
Margarita Levieva,48.75
Margarita Lugo,72.0
Margarito,45.0
Margarito Luna,98.0
Margaux Hemingway,37.0
Margaux Mansart,64.0
Marge Morgan,54.0
Marge Redmond,71.0
Margery Jane Ross,65.0
Margery Mason,77.0
Margery Withers,59.0
Margherita Vicario,54.0
Margie Beegle,67.0
Margie Impert,64.0
Margo Hall,77.0
Margo Harshman,30.333333333333332
Margo Martindale,56.0
Margo Moorer,64.5
Margo Random,22.0
Margo Winkler,50.666666666666664
Margot Bingham,55.75
Margot Duff,45.0
Margot Farley,55.5
Margot Kidder,49.875
Margot Klein,64.0
Margot Krindel,78.0
Margot Leicester,64.0
Margot Robbie,58.92857142857143
Margot Robinson,35.0
Margot Rose,47.5
Margot Ruth Tenenbaum,69.0
Margot Welch,60.0
Margot White,56.0
Margrete Robsahm,47.0
Margrét Ákadóttir,36.0
Marguerite Carter,58.0
Marguerite Moreau,47.4
Marguerite Ray,66.0
Marguerite Wheatley,74.0
Mari Fletcher,77.0
Mari Gorman,35.0
Mari Gvelesiani,54.0
Mari Kiss,65.0
Mari Koda,47.5
Mari Morrow,32.333333333333336
Mari-Ange Ramirez,72.0
Maria Aitken,71.0
Maria Aparo,13.0
Maria Arevalo,77.0
Maria Arita,24.0
Maria Armesto,26.0
Maria Bamford,42.5
Maria Barney,23.0
Maria Bartiromo,39.0
Maria Beck,30.0
Maria Belkin,49.0
Maria Bello,49.5625
Maria Bermudez,63.0
Maria Blasucci,57.0
Maria Bock,69.0
Maria Bonilla,35.0
Maria Bonnevie,47.0
Maria Bravikova,16.0
Maria Britneva,54.0
Maria Bruun,67.0
Maria Burton,45.0
Maria Canals-Barrera,20.333333333333332
Maria Cantillo,79.0
Maria Carmen,57.0
Maria Carretero,41.0
Maria Cecilia Herrera,43.0
Maria Charles,84.0
Maria Cina,40.5
Maria Conchita Alonso,43.0
Maria Cristina Maccà,21.0
Maria Del Monte,52.0
Maria Di Angelis,58.0
Maria Dizzia,58.77777777777778
Maria Doyle Kennedy,52.0
Maria Dragus,60.0
Maria Elena Ramirez,45.0
Maria Ellingsen,36.0
Maria Farrow,68.0
Maria Flynn,74.0
Maria Frangos,81.0
Maria Geelbooi,22.0
Maria Giovanna Donzelli,52.0
Maria Grazia Cucinotta,47.5
Maria Hagerman,56.0
Maria Helena Velasco,22.0
Maria Helhoski,66.0
Maria Herrera,57.0
Maria Howell,40.5
Maria Iadonisi,63.0
Maria Julian,44.0
Maria Junghetu,18.0
Maria Keough,13.0
Maria Konstadarou,64.5
Maria Machado,31.0
Maria Maestas McCann,42.5
Maria Mason,35.333333333333336
Maria Mastroyannis,59.0
Maria Mayenzet,60.0
Maria McConville,25.0
Maria McDermottroe,65.0
Maria McDonald,71.0
Maria McErlane,84.0
Maria Melendez,17.0
Maria Menounos,29.0
Maria Miano,25.0
Maria Moro-Franzisi,57.0
Maria O'Brien,55.0
Maria Obretin,46.0
Maria Olsen,49.0
Maria Ouspenskaya,81.5
Maria Papas,39.0
Maria Parkinson,40.0
Maria Petz,19.0
Maria Pia Calzone,33.0
Maria Pitillo,41.333333333333336
Maria Porter,68.0
Maria Ribeiro,33.0
Maria Richwine,46.5
Maria Ricossa,46.0
Maria Rivera,55.0
Maria Rusolo,69.0
Maria Russell,58.0
Maria Schell,80.0
Maria Shriver,37.0
Maria Simon,62.5
Maria Skorobogatov,85.0
Maria Smith,53.0
Maria Soccor,28.0
Maria Tallchief,50.0
Maria Tepavicharova,31.0
Maria Terranova,54.0
Maria Thayer,54.666666666666664
Maria Tucci,86.0
Maria Volk,27.0
Maria Wasikowski,82.0
Maria Watton-Graham,33.0
Maria White Mebane,22.0
Maria del Mar,32.0
Mariah Bess,55.0
Mariah Bonner,58.0
Mariah Carey,45.333333333333336
Mariah Gale,22.0
Mariah Harrison,54.0
Mariah Iman Wilson,76.0
Mariah Inger,62.0
Mariah Massa,63.0
Mariah O'Brien,21.5
Mariam Parris,65.0
Mariam Tovey,60.0
Mariam Weiss,46.0
Mariame N'Diaye,56.0
Marian Beeler,57.0
Marian Filali,59.0
Marian Frizelle,18.0
Marian Gibson,34.0
Marian McCargo,48.0
Marian Mercer,46.5
Marian Pabon,67.0
Marian Quinn,57.75
Marian Seldes,54.142857142857146
Marian Valev,20.0
Mariana Balsa,39.0
Mariana Del Cid,61.0
Mariana Elizondo,72.0
Mariana Klaveno,46.0
Mariana Nunes,39.0
Mariana Otero,38.0
Mariana Parma,28.0
Mariana Stansheva,45.0
Mariana Tolbert,45.0
Mariana Tosca,56.0
Mariana Treviño,42.0
Mariane Plasteig,90.0
Mariangela Melato,48.0
Mariangela Pino,56.5
Mariann Mayberry,60.0
Mariann Rudberg,32.0
Marianna Alacchi,85.0
Marianna Bassham,57.0
Marianna Di Martino,56.0
Marianna Elliott,61.0
Marianna Figurska,24.0
Marianna Hill,78.0
Marianna Kulukundis,63.0
Marianna McClellan,59.0
Marianna Palka,48.0
Marianne Bayard,37.0
Marianne Bonner,49.0
Marianne Broome,31.0
Marianne Dole,61.0
Marianne Ebert,66.0
Marianne Faithfull,65.5
Marianne Gordon,45.0
Marianne Hagan,42.666666666666664
Marianne Jean-Baptiste,47.54545454545455
Marianne Leone,45.5
Marianne Maddalena,64.0
Marianne McAndrew,51.0
Marianne Muellerleile,55.4
Marianne Rendón,56.666666666666664
Marianne Stone,79.0
Marianne Sägebrecht,65.0
Mariano Mederos,79.0
Marianthi Evans,31.0
Maribel Verdú,65.0
Maribeth Monroe,43.666666666666664
Mariclare Costello,53.333333333333336
Marie Avgeropoulos,38.5
Marie Black,38.0
Marie Blanchard,24.0
Marie Caldare,35.0
Marie Coleman,71.0
Marie Collins,55.0
Marie Conmee,70.0
Marie Critchley,68.0
Marie DiTullo,54.0
Marie Elena O'Brien,62.0
Marie Espinosa,43.0
Marie Gomez,75.0
Marie Hamilton,66.0
Marie Kean,89.0
Marie Löschhorn,75.0
Marie Mathay,82.0
Marie Matiko,20.5
Marie Michelle Bazile,30.0
Marie Mullen,70.0
Marie Park,32.0
Marie Pillet,90.0
Marie Thorhauge,81.0
Marie Verdi,54.0
Marie Versini,54.0
Marie Ward,61.0
Marie Windsor,64.66666666666667
Marie-Anne Berganza,64.0
Marie-Anne Cambon Bonavita,38.0
Marie-Anne Fliegel,58.0
Marie-France Alvarez,88.0
Marie-Françoise Audollent,46.0
Marie-Françoise Theodore,29.0
Marie-Josée Colburn,71.0
Marie-Josée Croze,56.0
Marie-Laure Descoureaux,69.0
Marie-Louise Stheins,65.0
Marie-Pascale Elfman,64.0
Marie-Sohna Condé,61.0
Marieh Delfino,51.5
Marieke Bresseleers,77.0
Mariel Belanger,43.0
Mariel Hemingway,58.5
Mariel Neto,35.0
Mariel Sheets,67.0
Mariela Garriga,55.0
Mariella Frostrup,46.0
Marielle Jaffe,52.0
Marielle Scott,69.0
Marielle Van Sauers,31.0
Mariessa Portelance,60.0
Marietta Canty,89.0
Marietta Marich,51.333333333333336
Mariette Bout,4.0
Mariette Hartley,43.5
Marii Mak,20.0
Marija Karan,38.0
Marika Casteel,64.0
Marika Daciuk,68.0
Marika Dominczyk,36.5
Marika Engelhardt,58.0
Marika Green,44.0
Marika Mashburn,72.0
Marika Sarah Procházková,51.0
Mariko Munro,53.0
Mariko Takai,37.0
Marilice Santos,41.0
Marilu Henner,47.857142857142854
Marilyn Berry,36.0
Marilyn Boyle,29.0
Marilyn Burns,61.5
Marilyn Coleman,64.0
Marilyn Cooper,54.0
Marilyn Dodds Frank,64.0
Marilyn Eastman,89.0
Marilyn Faith Hickey,75.0
Marilyn Flores,50.0
Marilyn Ghigliotti,70.0
Marilyn Giacomazzi,53.0
Marilyn Harris,91.0
Marilyn Horne,65.0
Marilyn J. Papa,9.0
Marilyn Joi,61.0
Marilyn Kagan,65.0
Marilyn L. Costello,47.0
Marilyn Light,63.0
Marilyn Lindsay,38.0
Marilyn Lucchi,17.0
Marilyn Manson,27.666666666666668
Marilyn McIntyre,44.0
Marilyn Meyers,49.0
Marilyn Monroe,91.0
Marilyn Neimark,79.0
Marilyn Norry,50.0
Marilyn Porayko,40.0
Marilyn Redfield,78.0
Marilyn Rising,52.0
Marilyn Rockafellow,39.0
Marilyn Shaw,67.0
Marilyn Sokol,51.666666666666664
Marilyn Staley,16.0
Marilyn Tokuda,35.5
Marilyn White,40.0
Marilyn Yoblick,53.0
Marilynn Allain,54.0
Marin Hinkle,49.42857142857143
Marin Ireland,61.55
Marin Jivkov,47.0
Marin Kanter,44.0
Marin Mimica,56.0
Marin Rathje,52.0
Marina Budovsky,80.0
Marina Bye,50.0
Marina Cakalova,62.0
Marina Ghane,85.0
Marina Girand,54.0
Marina Lutz,67.0
Marina Massironi,50.0
Marina Schiptjenko,73.0
Marina Siebor,78.0
Marina Sirtis,60.25
Marina Squerciati,82.0
Marina Stephenson Kerr,41.75
Marina Verriest,62.0
Marinda Anderson,67.0
Marine Buton,50.0
Marinette,46.0
Marino Wecer,16.0
Marintia Escobedo,31.0
Mario,56.0
Mario Adorf,62.0
Mario Alcalde,66.0
Mario Almada,59.0
Mario Andretti,58.0
Mario Arias Jr.,40.0
Mario Arévalo,37.0
Mario Bandi,53.0
Mario Batali,28.0
Mario Cantone,42.5
Mario Casas,55.0
Mario Cassem,48.0
Mario Celario,43.0
Mario Cotone,61.0
Mario D'Leon,50.5
Mario DePriest,29.0
Mario Di Donato,41.5
Mario Diaz,48.0
Mario Díaz,24.0
Mario Ernesto Sánchez,44.0
Mario Esquivel,32.0
Mario Frieson,57.0
Mario Gallo,67.5
Mario Iván Martínez,33.0
Mario Joyner,24.0
Mario Jurado,44.0
Mario Larraza,45.666666666666664
Mario Lopez,40.0
Mario Macaluso,29.0
Mario Machado,53.0
Mario Marcelino,51.0
Mario Mariani,37.0
Mario Marin-Borquez,43.0
Mario Monicelli,52.0
Mario Navarro,74.0
Mario Nieves,64.0
Mario Padula,79.0
Mario Polit,57.0
Mario Ponce,73.0
Mario Revolori,47.5
Mario Todisco,66.0
Mario Van Peebles,45.5
Mario Yedidia,31.0
Mario Zaragoza,48.666666666666664
Mario de la Rosa,31.0
Mariola Mlekicki,76.0
Marion Bailey,94.0
Marion Ballou,92.0
Marion Busia,56.0
Marion Calvert,64.0
Marion Christian,59.0
Marion Cotillard,61.8
Marion Darlington,92.5
Marion Eisman,52.0
Marion Finlayson,87.0
Marion Guyot,65.5
Marion Kerr,50.0
Marion Lambert,38.0
Marion Lorne,85.5
Marion Mathie,79.0
Marion McCorry,58.0
Marion Moseley,61.5
Marion O'Dwyer,60.0
Marion Ramsey,26.4
Marion Ross,43.0
Marion Servole,33.0
Marion Zinser,47.0
Maris Strautmanis,69.0
Marisa Berenson,77.0
Marisa Brown,47.0
Marisa Coughlan,39.6
Marisa Defranco,87.0
Marisa Echeverria,37.0
Marisa Laurance,66.0
Marisa Miller,30.0
Marisa Petroro,28.0
Marisa Raper,49.0
Marisa Redanty,48.0
Marisa Rudiak,19.0
Marisa Ryan,52.666666666666664
Marisa Saks,11.0
Marisa Takal,72.0
Marisa Tomei,56.17948717948718
Marisa Varela,56.0
Marisabel García,58.0
Marisela Gonzales,47.0
Marisela Uscanga,66.0
Marisela Zumbado,47.0
Marisilda Garcia,43.0
Mariska Hargitay,30.0
Marisol Calero,43.0
Marisol Nichols,37.333333333333336
Marisol Padilla Sánchez,40.5
Marisol Ramirez,41.0
Marissa,12.0
Marissa Garrison,43.0
Marissa Ingrasci,69.0
Marissa Jaret Winokur,56.0
Marissa Leigh,29.0
Marissa Matrone,45.0
Marissa Neitling,43.0
Marissa Ribisi,74.5
Marissa Skell,51.0
Marisé Álvarez,47.5
Marit Andreassen,69.0
Marit Velle Kile,52.0
Marita Geraghty,56.8
Marita Zouravlioff,62.0
Marites Pineda,47.0
Maritza Murray,29.0
Maritza Santiago Hernandez,54.0
Maritza Veer,42.0
Marius Bizau,38.0
Marius De Vries,57.0
Marius Weyers,55.333333333333336
Mariy Rosen,66.0
Mariya Ignatova,20.0
Mariyah Francis,33.0
Mariza Levario,64.0
Marj Dusay,62.0
Marja-Leena Junker,71.0
Marjan Neshat,38.0
Marjean Holden,27.5
Marjoe Gortner,56.0
Marjorie Barnes,69.0
Marjorie Bennett,75.0
Marjorie Crump-Shears,85.0
Marjorie Dome,75.0
Marjorie Graham,67.0
Marjorie Gross,62.0
Marjorie Lovett,52.5
Marjorie Weaver,91.0
Marjory Graue,1.0
Mark A. Keeton,71.0
Mark A. Nash,60.333333333333336
Mark Aaron Buerkle,39.0
Mark Able,58.0
Mark Abney,41.0
Mark Acheson,40.857142857142854
Mark Achilles White,41.0
Mark Adair-Rios,53.0
Mark Addy,43.714285714285715
Mark Aisbett,15.0
Mark Alan,37.0
Mark Aldrich,30.0
Mark Alfa,46.0
Mark Andrada,58.0
Mark Anthony Ashton,28.0
Mark Anthony Hackett,74.0
Mark Arnold,50.333333333333336
Mark Arnott,56.0
Mark Ashworth,49.8
Mark Aspinall,41.0
Mark Atteberry,67.0
Mark Ballou,69.0
Mark Banik,84.0
Mark Barnet,43.0
Mark Barrett,29.0
Mark Basnight,28.0
Mark Beech,61.0
Mark Beltzman,34.5
Mark Bennington,25.0
Mark Benton,54.0
Mark Berry,38.0
Mark Besharaty,32.0
Mark Billingham,39.0
Mark Birch,39.0
Mark Blankfield,44.0
Mark Blum,47.375
Mark Bonnar,66.0
Mark Boone Junior,55.208333333333336
Mark Borchardt,41.0
Mark Borkowski,30.0
Mark Bowden,61.0
Mark Boyd,61.0
Mark Boyett,69.0
Mark Boyland,23.0
Mark Brady,55.0
Mark Bramhall,62.0
Mark Brandon,48.0
Mark Bringelson,52.0
Mark Brown,36.0
Mark Bruk,70.0
Mark Burchick,71.0
Mark Burnham,48.25
Mark C. Fullhardt,58.0
Mark C. Hanson,50.0
Mark C. Phelan,68.0
Mark C. Vincent,29.0
Mark Camacho,51.75
Mark Campbell,49.0
Mark Capraro,78.0
Mark Carapezza,27.0
Mark Carlton,47.5
Mark Carroll,43.0
Mark Casella,42.333333333333336
Mark Caso,42.5
Mark Chalant Phifer,1.0
Mark Chamberlin,39.5
Mark Chandler Bailey,67.0
Mark Charpentier,43.0
Mark Cheng,36.0
Mark Christopher Lawrence,32.25
Mark Cirnigliaro,75.0
Mark Cohen,63.5
Mark Collie,36.5
Mark Collver,40.0
Mark Colson,34.0
Mark Consuelos,48.666666666666664
Mark Conway,34.0
Mark Cooper,18.0
Mark Coskrey,24.0
Mark D. Claxton,52.0
Mark Dacascos,41.4
Mark Dahl,29.0
Mark Daly Richards,53.0
Mark Damon,68.0
Mark Daniels,61.0
Mark Darby Robinson,56.5
Mark Daugherty,31.5
Mark David,46.0
Mark David Christenson,45.0
Mark David Ramos,39.0
Mark De Alessandro,40.0
Mark De Villiers,16.0
Mark DeCarlo,55.5
Mark DeWhitt,50.0
Mark Deakins,64.0
Mark DellaGrotte,40.0
Mark Derwin,44.0
Mark Devenport,71.0
Mark Devine,22.0
Mark Dexter,60.0
Mark DiSalle,33.0
Mark Dindal,48.0
Mark Dobies,19.666666666666668
Mark Dobil,43.0
Mark Docherty,48.0
Mark Doherty,41.333333333333336
Mark Donovan,67.0
Mark Dozlaw,66.0
Mark Duplass,62.588235294117645
Mark Dymond,23.0
Mark Elderkin,23.0
Mark Elias,51.5
Mark Elliot Wilson,68.0
Mark Ellis,56.0
Mark Elwes,80.0
Mark Engelhardt,65.0
Mark Epperson,34.0
Mark Erman,52.0
Mark Ethan,70.5
Mark Ettlinger,70.0
Mark Everett,62.0
Mark Famiglietti,47.0
Mark Farely,47.0
Mark Fauser,35.5
Mark Feltch,69.0
Mark Feuerstein,47.0
Mark Fichera,81.0
Mark Fierer,24.0
Mark Finch,65.0
Mark Fite,30.0
Mark FitzGerald,60.0
Mark Flanagan,77.0
Mark Fredrichs,68.0
Mark Frost,62.0
Mark Furze,36.0
Mark Gantt,74.0
Mark Gatiss,69.0
Mark Gessner,68.0
Mark Gibbon,38.0
Mark Gibbs,54.0
Mark Gillespie,56.0
Mark Ginther,43.0
Mark Giordano,48.0
Mark Goddard,42.0
Mark Goldstein,24.0
Mark Gonzales,39.0
Mark Goodman,61.0
Mark Gordon,67.0
Mark Gotbaum,64.0
Mark Griffin,49.0
Mark Grossman,60.0
Mark Gruner,51.0
Mark Haddigan,49.0
Mark Hadlow,66.0
Mark Hales,30.0
Mark Hamill,65.61538461538461
Mark Hammer,51.0
Mark Hammond,75.0
Mark Hannibal,58.0
Mark Hanson,81.0
Mark Hapka,45.0
Mark Harelik,54.333333333333336
Mark Harmon,41.333333333333336
Mark Harris,61.0
Mark Hawkins,24.0
Mark Helms,70.0
Mark Hembrow,58.0
Mark Henry,43.0
Mark Herlehy,78.0
Mark Herrier,35.25
Mark Hicks,46.5
Mark Hildreth,37.0
Mark Hird,55.0
Mark Hirsch,54.0
Mark Hoffman,88.0
Mark Holton,24.25
Mark Houghton,35.666666666666664
Mark Hunt,47.0
Mark Indelicato,51.0
Mark Irvingsen,23.0
Mark Ivanir,65.0
Mark Jacobs,61.0
Mark Jacobson,66.0
Mark James,69.0
Mark Janis,62.0
Mark Jenkins,60.0
Mark Jordan,73.0
Mark Joy,54.666666666666664
Mark Junek,74.0
Mark Kassen,40.666666666666664
Mark Kelly,47.42857142857143
Mark Kenneth Smaltz,32.0
Mark Keyloun,52.0
Mark Kiely,60.0
Mark King,55.0
Mark Kozelek,90.0
Mark Krenik,71.0
Mark L. Taylor,65.33333333333333
Mark L. Young,40.57142857142857
Mark La Mura,37.0
Mark Lambert,55.0
Mark Lampert,62.0
Mark Lancaster,67.0
Mark Lanier,54.0
Mark Lawhead,75.0
Mark Lawrence,65.0
Mark Lenard,61.333333333333336
Mark Leonard Winter,56.0
Mark Leroy,69.0
Mark Letheren,65.0
Mark Lewis,53.0
Mark Lewis Jones,49.25
Mark Lindsay,53.0
Mark Linett,80.0
Mark Linn-Baker,51.0
Mark Longhurst,63.0
Mark Lutz,19.0
Mark Lynch,36.0
Mark MacDonald,41.0
Mark Major,42.0
Mark Manley,51.0
Mark Marcarian,47.0
Mark Margolis,53.38461538461539
Mark Mason,81.0
Mark McConchie,54.5
Mark McGrath,39.0
Mark McKay,74.0
Mark McKenna,60.0
Mark McKinney,44.0
Mark Meadows,39.0
Mark Mendonca,61.0
Mark Metcalf,52.166666666666664
Mark Mitchinson,44.0
Mark Morales,37.0
Mark Morris,46.0
Mark Moseley,75.0
Mark Moses,46.888888888888886
Mark Mulholland,33.0
Mark Munoz,57.0
Mark Munski,54.0
Mark Musashi,41.0
Mark Neilson,49.0
Mark Nelson,22.0
Mark Newell,57.0
Mark Northover,47.0
Mark Nutter,49.0
Mark O'Brien,60.833333333333336
Mark O'Leary,40.0
Mark O'Regan,33.0
Mark Occhilupo,31.0
Mark Oliver,33.5
Mark Osele,58.0
Mark Patton,48.0
Mark Pawson,57.0
Mark Pellegrino,40.75
Mark Pellington,77.0
Mark Perez,79.0
Mark Phelan,71.5
Mark Phinney,59.0
Mark Pierson,48.0
Mark Pillow,24.0
Mark Podojil,42.0
Mark Polish,63.333333333333336
Mark Poltimore,61.0
Mark Povinelli,49.0
Mark Power,55.0
Mark Powley,21.0
Mark Proksch,43.75
Mark R. Anthony,49.0
Mark Read,74.0
Mark Rector,81.0
Mark Reeb,70.0
Mark Rendall,58.4
Mark Rhino Smith,26.0
Mark Ricci,89.0
Mark Richt,38.0
Mark Roberts,30.0
Mark Rolston,53.8
Mark Ronson,54.0
Mark Rosenthal,32.0
Mark Ruffalo,61.054054054054056
Mark Ryan,66.0
Mark Rydell,61.666666666666664
Mark Rylance,60.625
Mark S. Cartier,52.666666666666664
Mark S. Porro,29.0
Mark Sangster,26.0
Mark Sawyer-Dailey,64.0
Mark Scarboro,31.0
Mark Schlegel,41.0
Mark Schneider,33.0
Mark Schooley,47.0
Mark Sehlbach,31.0
Mark Setlock,53.0
Mark Sherman,17.5
Mark Silver,44.0
Mark Simpson,50.5
Mark Sivertsen,29.6
Mark Skubala,54.0
Mark Slade,37.0
Mark Smith,64.0
Mark Soper,63.0
Mark Sorensen Jr.,66.0
Mark Stanley,31.0
Mark Stefanich,45.0
Mark Steger,42.875
Mark Stevenson,49.0
Mark Stewart,22.0
Mark Strand,34.0
Mark Strong,55.857142857142854
Mark Tallman,68.0
Mark Tandy,55.0
Mark Tankersley,48.0
Mark Tchelistcheff,41.0
Mark Teich,51.0
Mark Theodore Richards,51.0
Mark Thomas,51.0
Mark Thompson,50.0
Mark Thudium,43.0
Mark Toma,6.0
Mark Torgl,41.5
Mark Trafford,70.0
Mark Trombino,32.0
Mark Tully,65.0
Mark Turner,73.0
Mark Twogood,59.0
Mark Umbers,53.0
Mark Vafiades,20.0
Mark Valley,49.25
Mark Vance,39.0
Mark Vandermeulen,78.0
Mark Venhuizen,85.0
Mark Venturini,66.0
Mark W. Johnson,45.0
Mark Wahlberg,53.45652173913044
Mark Walters,47.5
Mark Walton,57.5
Mark Watson,43.0
Mark Webber,53.214285714285715
Mark Wells,44.0
Mark Wheeler,61.5
Mark Williams,59.5
Mark Wilson,35.0
Mark Wing-Davey,70.0
Mark Wingett,57.0
Mark Wood,58.0
Mark Woodbury,55.0
Mark Woods,69.0
Mark Wystrach,57.0
Mark Young,14.0
Mark Zeisler,66.0
Mark van Eeuwen,33.0
Mark-Cameron Fraser,56.0
Mark-Paul Gosselaar,32.0
Markdabeast1,44.0
Markees Christmas,75.0
Marketa Kimbrell,69.0
Marki Bey,75.0
Markice Moore,51.0
Markie Dunn,39.0
Markie Post,69.0
Markina Brown,23.0
Markiss McFadden,66.0
Markku Blomqvist,35.0
Marko Cindric,33.0
Marko Hunt,67.0
Marko Igonda,49.0
Marko Paradzik,56.0
Marko Zaror,41.0
Markos Kotsikos,56.0
Markus Andreas Klauk,33.0
Markus Brandl,35.0
Markus Flanagan,51.0
Markus Nash,21.0
Markus Parilo,32.5
Markus Redmond,26.0
Markus Silbiger,26.0
Markus T. Pellicori,17.0
Marky Lee Campbell,47.0
Marla Adams,56.0
Marla Gibbs,42.75
Marla Levine,26.0
Marla Malcolm,60.0
Marla Maples,54.5
Marla Sokoloff,35.0
Marla Sucharetza,59.0
Marlana Carter,25.0
Marlayna Cherisse,48.0
Marlee Kattler,46.0
Marlee Matlin,45.5
Marlena Kalm,67.0
Marlena Lerner,27.0
Marlena MacGuire,85.0
Marlene Brown,84.0
Marlene Bush,63.0
Marlene Clark,83.0
Marlene Dietrich,60.0
Marlene Forte,53.5
Marlene Katz,67.0
Marlene Lawston,59.0
Marlene Malin,66.0
Marlene Mitsuko Yamane,62.0
Marlene Rhein,28.0
Marlene Warfield,53.0
Marlene Willoughby,71.0
Marlette Buchanan,56.0
Marley McClean,69.0
Marley Shelton,45.72222222222222
Marley Taylor,52.0
Marlo Marron,17.0
Marlo McSweeney,56.0
Marlo Thomas,44.5
Marlon Brando,72.93333333333334
Marlon Davis,54.0
Marlon Morton,67.0
Marlon Wayans,35.2
Marlon Williams,88.0
Marlon Yates Jr.,72.0
Marlon Young,41.0
Marlyne Barrett,64.5
Marna Kohn,45.0
Marne Maitland,43.0
Marnette Patterson,55.0
Marni Lustig,20.0
Marni Nixon,71.0
Marnie Alexenburg,69.0
Marnie McPhail,53.333333333333336
Marnie Shelton,48.0
Marny Eng,49.0
Marque Richardson,52.333333333333336
Marquel Skinner,49.0
Marquell Manning,69.0
Marques Houston,35.666666666666664
Marques Johnson,59.5
Marquice Alexander,84.0
Marquis Rodriguez,61.666666666666664
Marquise Gary,33.0
Marrian Walters,87.0
Marrissa Joffre,63.0
Mars Callahan,25.0
Marsai Martin,49.0
Marsha Dietlein,53.5
Marsha Fee Berger,63.0
Marsha Fitzalan,63.5
Marsha Horan,82.0
Marsha Hunt,77.5
Marsha Mason,48.4
Marsha Regis,30.0
Marsha Stephanie Blake,66.0
Marsha Thomason,28.0
Marsha Warfield,26.5
Marshal Tompkin,87.0
Marshall Allman,55.4
Marshall Anker,68.0
Marshall Bean,65.0
Marshall Bell,51.96296296296296
Marshall Cain,62.0
Marshall Chapman,59.5
Marshall Colt,52.5
Marshall Crenshaw,65.0
Marshall Cupp,43.0
Marshall Dougherty,65.0
Marshall Efron,60.0
Marshall Gilman,66.0
Marshall Gitter,53.0
Marshall Givens,50.0
Marshall Johnson,81.0
Marshall Lewy,78.0
Marshall M. Johnson III,84.0
Marshall Manesh,37.2
Marshall Napier,59.0
Marshall Neilan,72.0
Marshall R. Teague,26.333333333333332
Marshall Thompson,61.0
Marta DuBois,41.0
Marta Etura,73.0
Marta Fergusson,69.0
Marta Gastini,37.5
Marta Heflin,66.0
Marta Kober,25.0
Marta Kozlosky,34.0
Marta Kristen,42.0
Marta Martin,44.0
Marta Milans,66.0
Marta Paola Richeldi,62.0
Marta Zmuda Trzebiatowska,13.0
Martha Chaves,32.0
